,idSucursal,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
679,163,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Junin 1073,-34.5960054,-58.3973971,Junin ,Supermercado
680,164,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Villa Ballester,Jose Hernandez 2955,-34.5553723,-58.55831110000001,Villa Ballester ,Supermercado
681,165,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Rosario,Av. Junin 590,-32.9265135,-60.6720475,Rosario Talleres ,Hipermercado
682,167,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Nazca 1244,-34.6189821,-58.4754368,Nazca ,Supermercado
683,168,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Corrientes 5748,-34.5951411,-58.44390500000001,Villa Crespo ,Supermercado
684,170,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. Libertador 6840,-34.5491869,-58.45444490000001,Libertador ,Supermercado
685,171,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Ezeiza,Avda. Sarmiento 524,-34.893322999999995,-58.571979000000006,Tristan Suarez ,Hipermercado
686,174,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Cullen 5085,-34.5728529,-58.4878818, Cullen ,Supermercado
687,175,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Tte. Gral. Juan D. Peron 2070,-34.6071216,-58.3960221, Pte. Peron ,Supermercado
688,176,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Teodoro Garcia 2419,-34.56983579999999,-58.4459054, Teodoro Garcia ,Supermercado
689,178,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Gral Madariaga,Ruta 11 Km 404,-37.185485,-56.951625,Madariaga ,Hipermercado
690,179,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Cuidad De Santa Fe,27 De Febrero 2320,-31.6490499,-60.70394079999999,Santa Fe Puerto ,Supermercado
691,18,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Once,Hipolito Yrigoyen 3702,-34.614634,-58.420517,H.Yrigoyen ,Supermercado
692,180,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,Av. San Pedrito 72,-34.631697499999994,-58.46921089999999,San Pedrito ,Supermercado
693,181,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Saavedra,Av. Ricardo Balbin 4027,-34.5549061,-58.4870293,Saavedra ,Hipermercado
694,183,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Banfield,Av. Hipolito Yrigoyen 8028,-34.74942479999999,-58.400223200000006, Banfield ,Supermercado
695,184,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Malvinas Argentinas,Autopista Panamericana Km. 37.5 1667,-34.4531158,-58.7307037,Tortugas ,Hipermercado
696,185,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-Q,Neuquen,Dr Ramon 382,-38.942149918,-68.06446909,Neuquen ,Hipermercado
697,186,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Lanus,Av. Hipolito Yrigoyen 6174,-34.7269341,-58.3956649,Lanus ,Hipermercado
698,188,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Vicente Lopez,Av. Mitre 2951,-34.523962899999994,-58.5208208,Munro,Hipermercado
699,189,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Ezeiza,Reconquista 1102,-34.8440028,-58.507952,Ezeiza ,Hipermercado
700,19,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Constitucion,Lima 1553,-34.626433,-58.382215,Constitucion ,Supermercado
701,192,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,La Horqueta,Uruguay 4691,-34.474499,-58.574853,La Horqueta ,Hipermercado
702,197,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Garin,Av. Belgrano 950,-34.417936600000004,-58.7255946,Garin ,Hipermercado
703,199,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Castelar,Santa Rosa 1753,-34.640349,-58.655782,Castelar ,Hipermercado
704,2,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Paternal,Av. San Martin 2095,-34.604823100000004,-58.45713610000001,Av.San Martin,Supermercado
705,20,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Av. Elcano 3693,-34.578357000000004,-58.460232,Av El Cano ,Supermercado
706,203,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Barrio Norte,Santa Fe 3760,-34.5847845,-58.4165247,Botanico ,Hipermercado
707,204,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,General Lavalle,Ruta 11 Km 330,-36.58216639,-56.71463675,Mar Del Tuyu ,Hipermercado
708,208,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,San Antonio De Padua,Av. Juan Domingo Peron 24080,-34.666820200000004,-58.703197,Merlo                                                       ,Hipermercado
709,209,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-M,Mendoza,Av. Peru 2760,-32.871590999999995,-68.843574,Mendoza ,Hipermercado
710,215,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Moron,Gral. Juan Jose Valle 51,-34.6502131,-58.62642090000001,Moron ,Hipermercado
711,219,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Moreno,Av. Victorica 660,-34.6407405,-58.79411649999,Moreno                                                      ,Hipermercado
712,22,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Av. Elcano 3002,-34.571895,-58.45868299999999,Elcano ,Supermercado
713,220,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Caba,Gaspar M De Jovellanos 151,-34.6320834,-58.3760678,Barracas,Hipermercado
714,24,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Palermo,Av. Scalabrini Ortiz 1688,-34.5902858,-58.4240622,Scalabrini Ortiz ,Supermercado
715,25,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,San Telmo,Peru 1496,-34.6255187,-58.3736292,San Telmo ,Supermercado
716,26,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Palermo,Cerviño 3515,-34.580229,-58.408608,Cervino ,Supermercado
717,35,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Villa Devoto,Av. Lope De Vega 2503,-34.618272999999995,-58.519287,Lopez De Vega ,Supermercado
718,37,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Lugano,Av. Piedrabuena 4902,-34.687601,-58.47536,Lugano ,Supermercado
719,38,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Florida,Av. San Martin 3029,-34.533164,-58.5024536,Florida ,Supermercado
720,39,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Liniers,Av. Emilio Castro 7661,-34.656142,-58.524475,Emilio Castro ,Supermercado
721,40,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Flores Sur,Av. Eva Peron 2202,-34.638087299999995,-58.4525728,Av.Del Trabajo ,Supermercado
722,41,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Almagro,Av. Diaz Velez 4531,-34.6087141,-58.4309495,Diaz Velez ,Hipermercado
723,42,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Barrio Norte,Paraguay 2672,-34.5970815,-58.4064955,Paraguay ,Supermercado
724,43,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Boedo,Av. Boedo 777,-34.6221132,-58.4164336,Boedo ,Hipermercado
725,44,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Av. Monroe 3284,-34.5635828,-58.4684123,Monroe ,Supermercado
726,45,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Av. Cabildo 545,-34.5713409,-58.4420995,Cabildo ,Hipermercado
727,46,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Once,Av. Rivadavia 2846,-34.6101883,-58.406752,Once ,Supermercado
728,47,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Amenabar 2134,-34.562820200000004,-58.4588525,Amenabar ,Hipermercado
729,48,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Flores,Av. Directorio 2647,-34.634479,-58.4640708,Directorio ,Supermercado
730,49,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Mar De Ajo,San Martin 251,-36.7214462,-56.6768593,Mar De Ajo ,Hipermercado
731,51,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Ramos Mejia,Av. Rivadavia 13810,-34.6402654,-58.5617807,Ramos Mejia ,Hipermercado
732,52,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Devoto,Sanabria 3320,-34.606244200000006,-58.5106551,Sanabria ,Supermercado
733,53,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Santos Lugares,Av. La Plata 3635,-34.600212299999995,-58.5446567,Santos Lugares ,Supermercado
734,55,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Floresta,Av. Avellaneda 3758,-34.629043700000004,-58.48169100000001,Avellaneda ,Supermercado
735,56,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Palermo,Honduras 3862,-34.594128399999995,-58.417548,Honduras ,Hipermercado
736,57,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,San Martin,San Martin 122,-34.579198100000006,-58.53616360000001,San Martin ,Supermercado
737,58,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Tribunales,Viamonte 1571,-34.6006805,-58.3891667,Viamonte ,Hipermercado
738,59,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Villa Urquiza,Av. Monroe 5055,-34.5740766,-58.4859548,Urquiza ,Supermercado
739,6,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Pompeya,Av. La Plata 2392,-34.64267,-58.422711,Av. La Plata ,Supermercado
740,60,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Flores,Av.  J.B. Alberdi 1737,-34.628167600000005,-58.453314,Alberdi ,Hipermercado
741,61,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Once,Alsina 2300,-34.6119916,-58.39892439999999,Spinetto ,Hipermercado
742,63,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Pompeya,Av. Francisco Rabanal 1345,-34.654144,-58.41967879999999,Pompeya ,Hipermercado
743,64,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Sarandi,Av. Mitre 3300,-34.683170600000004,-58.34293829999999,Sarandi ,Hipermercado
744,65,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Quilmes,Hipolito Yrigoyen 380,-34.72009179999999,-58.2627514,Quilmes ,Hipermercado
745,66,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Belgrano,Maure 1725,-34.5668975,-58.4361596,Maure ,Hipermercado
746,67,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Acassuso,Albarellos 854,-34.480244799999994,-58.5056248,Albarellos ,Supermercado
747,68,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Las Lomas,Jorge Newbery 555,-34.480824600000005,-58.5376011,Las Lomas ,Supermercado
748,69,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Punta Chica,Av. Del Libertador 18213,-34.452439500000004,-58.527515,Punta Chica ,Hipermercado
749,7,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Parque Patricios,Av. J. De Garay 2700,-34.628905,-58.402557,Juan De Garay ,Supermercado
750,70,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,San Isidro,Lasalle 653,-34.465452299999995,-58.5100921,San Isidro Tren Dela Costa ,Supermercado
751,71,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Olivos,Av. Del Libertador 3100,-34.5016027,-58.48231139999999,Olivos Tren De La Costa ,Hipermercado
752,74,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Almagro,Gallo 250,-34.6056255,-58.4135635,Gallo ,Supermercado
753,75,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Lanus,Av. B. Rivadavia 2602,-34.6904098,-58.4205743,Lanus ,Hipermercado
754,78,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,San Cristobal,Mexico 2236,-34.6162451,-58.398238600000006,Pichincha ,Hipermercado
755,80,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Capital Federal,French 2417,-34.590721200000004,-58.399403,French ,Hipermercado
756,82,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Villa Crespo,Murillo 551,-34.6017899,-58.44255,Murillo ,Supermercado
757,83,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Villa Luro,Av. Rivadavia 9840,-34.6379202,-58.502751,Villa Luro ,Supermercado
758,84,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Almagro,Castro Barros 30,-34.6118491,-58.420902100000006,Castro Barros ,Hipermercado
759,85,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Mataderos,Av. Eva Peron 4730,-34.6561036,-58.4767969,Eva Peron ,Hipermercado
760,88,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Caballito,Av. La Plata 541,-34.621309000000004,-58.428189,Av. La Plata ,Supermercado
761,90,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Devoto,Segurola 1701,-34.6204884,-58.4992502,Georgalos ,Hipermercado
762,91,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-C,Abasto,Aguero 616,-34.6027526,-58.4114132,Abasto ,Hipermercado
763,92,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Vte Lopez,Av. Maipu 1758,-34.521575899999995,-58.4850089,Vte Lopez ,Hipermercado
764,94,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-B,Tapiales,Boulogne Sur Mer Y Av De La Cooperacion -1,-34.7030125,-58.4995605,Tapiales ,Hipermercado
765,95,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Rosario,Mendoza 3901,-32.9446397,-60.6778049,La Reina,Supermercado
766,96,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Fisherton,Venezuela 114,-32.9298072,-60.72497560000001,Fisherton Rosario ,Hipermercado
767,97,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Rosario,Urquiza 1644,-32.941606199999995,-60.6448748,Rosario,Hipermercado
768,99,12,1,Coto Cicsa,Coto Centro Integral De Comercializacion S.A.,Ar-S,Rosario,Tres De Febrero 1602,-32.9514498,-60.6467395,Rosario,Hipermercado
769,1,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Av. San Martin 3634,-38.78299038522823,-62.265877433204594,White,Supermercado
770,10,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,España 737,-38.7289,-62.27109999999999,España,Supermercado
771,100,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Plottier,Batilana 211,-38.95670692426748,-68.24490261244506,Plottier,Hipermercado
772,101,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Choele Choel,Avellaneda 962,-39.29264933198453,-65.65980029272765,Choele Choel Ii,Supermercado
773,102,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Lamarque,Rivadavia 412,-39.42213316561279,-65.70491480844794,Lamarque,Supermercado
774,103,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Luis Beltran,Avellaneda 710,-39.311137921000686,-65.76214027474634,Luis Beltran,Supermercado
775,104,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Trenque Lauquen,Av. Regimiento 3 De Caballeria 853,-35.98267013753607,-62.74294638634274,Trenque Lauquen,Supermercado
776,105,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Catriel,Av. San Martin 516,-37.88332175222674,-67.79881954193115,Catriel,Supermercado
777,106,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Pehuajo,Alsina 253,-35.81250043643693,-61.89579033854898,Pehuajo I,Supermercado
778,107,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Allen,Irigoyen 648,-38.975638398537015,-67.83520889352076,Allen Iii,Supermercado
779,108,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Zapala,Avellaneda 720,-38.90446699317285,-70.06100329774199,Zapala,Hipermercado
780,109,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Pehuajo,Av. San Martin 105,-35.820289958679794,-61.89801299580722,Pehuajo Ii,Autoservicio
781,11,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Perito Moreno 2132,-38.75483169743749,-62.265606122684574,Villa Rosas,Supermercado
782,110,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Alem 3170,-38.68393932708354,-62.29150968720205,Alem,Supermercado
783,111,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,9 De Julio,Av. Mitre 2537,-35.451289482419185,-60.89747634512605,9 De Julio,Supermercado
784,112,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Loberia,Av. San Martin 143,-38.16471323152355,-58.78192359206878,Loberia,Supermercado
785,113,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Neuquen,Chocon Entre Bahia Y Mex 0,-38.96891627597632,-68.0502440930286,Neuquen Ii,Supermercado
786,114,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Cutral Co,Maipu 1363,-38.935351173233926,-69.24781250971137,Cutral Co,Autoservicio
787,115,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Batan,Diag. Mar Del Plata Y Calle 35 35,-38.00935567907412,-57.709944559207536,Batan,Autoservicio
788,116,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Cinco Saltos,Rivadavia 350,-38.82879121789178,-68.0672441131901,Cinco Saltos Iii,Autoservicio
789,117,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Andacollo,Cordillera Del Viento Esq 0,-37.17879924398581,-70.6675814688424,Andacollo,Autoservicio
790,118,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Loncopue,Av. San Martin Esq. Sarmi 0,-38.07324923015833,-70.61682875455517,Loncopue,Autoservicio
791,119,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,San Martin De Los Andes,Gral. Villegas 950,-40.15730593607521,-71.34851780538156,San Martin I,Autoservicio
792,12,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Paraguay 445,-38.70776946221014,-62.26739162209924,B° Universitario,Supermercado
793,120,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Viedma,Moreno 1036,-40.81017056502792,-63.00089469554223,Viedma Ii,Autoservicio
794,121,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-R,Cipolletti,Avda.Menguelle 0,-38.92915938779964,-67.99884250762261,Cipolletti Ii,Autoservicio
795,122,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,San Martin De Los Andes,Pasaje La Islita 26,-40.15000813172369,-71.32222822343466,San Martin Ii,Autoservicio
796,123,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,San Martin De Los Andes,Los Lagos 1692,-40.13060418944226,-71.2251373543404,San Martin Iii,Autoservicio
797,124,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Neuquen,Av Del Trabaj Y Dr Ramon 0,-38.9418903934362,-68.11559906636829,Neuquen Iii,Autoservicio
798,125,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Mar Del Plata,Alberti 1842,-38.01051631989058,-57.545398700432656,Mar Del Plata Iii,Autoservicio
799,126,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,San Nicolas,Pte. Peron 1028,-33.349438261007386,-60.23550420538288,San Nicolas,Autoservicio
800,127,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Cutral Co,Los Copihues S/N 0,-38.9368262917551,-69.21529007187321,Cutral Co Ii,Autoservicio
801,128,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Zelarrayan 0,-38.715215546949175,-62.26692634759753,Zelarrayan,Autoservicio
802,129,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Las Lajas,Saavedra 360,-38.52552153597178,-70.36269381872404,Las Lajas,Supermercado
803,13,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Bahia Blanca,Socrates 2642,-38.73543138360701,-62.23040688095091,Socrates,Supermercado
804,130,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-B,Villa Gesell,Bolulevard Silvio Gesell Y Paseo 113,-37.261552072642736,-56.98444443880908,Villa Gesell,Autoservicio
805,131,13,1,Cooperativa Obrera Limitada De Consumo Y Vivienda,Cooperativa Obrera Limitada De Consumo Y Vivienda,Ar-Q,Chos Malal,Sarmiento 390,-37.377146683622506,-70.27291075070643,Chos Malal I,Autoservicio
