,idSucursal,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
1737,217,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-Z,Caleta Olivia,Tierra Del Fuego 1886,-46.44042,-67.54673000000001,Caleta Olivia 3,Supermercado
1738,218,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-U,Comodoro Rivadavia,Italo Delloro 1781,-45.79548,-67.43295,Comodoro Rivadavia Km8,Supermercado
1739,221,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-X,Morteros,Bv 9 De Julio 2339,-30.72523,-62.00968,Morteros,Supermercado
1740,257,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-U,Lago Puelo,Ruta Provincial 16 Km 11 0,-42.06011,-71.60036,Lago Puelo,Supermercado
1741,259,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Cutral Co,Miguel Eguinoa 1802,-38.94958,-69.21606,Cutral Co,Supermercado
1742,260,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-B,9 De Julio,Agustin Alvarez 261,-35.4569,-60.89051,9 De Julio,Supermercado
1743,263,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-Z,Puerto Santa Cruz,San Martin 135,-50.01614,-68.5193,Puerto Santa Cruz,Supermercado
1744,264,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-X,Marcos Juares,Bv. Lardizabal 250,-32.7,-62.09501,Marcos Juarez,Supermercado
1745,265,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,Cinco Saltos,Ameghino 1097,-38.82896,-68.07058,Cinco Saltos,Supermercado
1746,266,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Aguada San Roque,Calle Nro. 12 1185,-38.3531,-68.7925,Anelo,Supermercado
1747,351,2,1,La Anonima,S.A. Importadora Y Exportadora De La Patagonia,Ar-X,Arroyito,Espacio Cultural Lafaye 640,-31.42026,-63.06375,Arroyito,Supermercado
1748,225,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Av. San Juan 51,-38.94616,-68.05816999999999,Topsy 01,Supermercado
1749,226,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Alte. Brown 140,-38.95351,-68.0624,Topsy 02,Supermercado
1750,228,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Cutral Co,C.H.Rodriguez 345,-38.93445,-69.23304,Topsy 04,Supermercado
1751,229,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Godoy 517,-38.94971,-68.11743,Topsy 05,Supermercado
1752,230,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Zapala,Avellaneda 99,-38.90739,-70.06733,Topsy 06,Supermercado
1753,232,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Av. Alascoaga Y Fava 0,-38.969,-68.05966,Topsy 08,Supermercado
1754,233,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Belgrano 1154,-38.95083,-68.07539,Topsy 09,Supermercado
1755,234,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Plottier,Buenos Aires 179,-38.9571,-68.22889,Topsy 10,Supermercado
1756,235,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Alderete 1985,-38.95093,-68.03064,Topsy 11,Autoservicio
1757,236,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Godoy 1450,-38.93856,-68.11734,Topsy 13,Supermercado
1758,237,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Las Orquideas 100,-38.93301,-68.074,Topsy 14,Supermercado
1759,238,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,Cipolletti,Av. Alem 336,-38.93567,-67.99613000000001,Topsy 15,Supermercado
1760,239,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Av. Del Trabajador 3115,-38.94441,-68.1023,Topsy 16,Supermercado
1761,240,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Belgrano 2186,-38.95066,-68.08955,Topsy 17,Supermercado
1762,241,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,General Roca,Tucuman 747,-39.02851,-67.57497,Topsy 18,Supermercado
1763,242,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,Cinco Saltos,General Roca 224,-38.82925,-68.06397,Topsy 19,Supermercado
1764,243,2,2,Topsy,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,Cipolletti,Toschi 505,-38.94856,-67.99217,Topsy 20,Autoservicio
1765,246,2,3,Bomba,S.A. Importadora Y Exportadora De La Patagonia,Ar-R,Villa Regina,Mitre 267,-39.09875,-67.08708,Bomba 05,Supermercado
1766,247,2,3,Bomba,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Zapala,Afione 341,-38.89891,-70.07384,Bomba 06,Supermercado
1767,248,2,3,Bomba,S.A. Importadora Y Exportadora De La Patagonia,Ar-Q,Neuquen,Antartida Argentina 1830,-38.94731,-68.08461,Bomba 07,Supermercado
1768,1,20,1,La Agricola Regional Cooperativa Limitada,La Agricola Regional Cooperativa Limitada,Ar-E,Crespo,San Martin 1404,-32.032140000000005,-60.307578,Hipermercado Lar,Hipermercado
1769,1,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Colon 1554,-38.0088383,-57.5419295,Colon,Hipermercado
1770,10,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Peralta Ramos 1766,-38.0312389,-57.58796450000001,Peralta Ramos,Supermercado
1771,11,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Juan B. Justo 750,-38.0350613,-57.55213539999999,Juan B. Justo,Hipermercado
1772,13,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Rivadavia 2602,-38.0002989,-57.5500575,Cordoba,Supermercado
1773,14,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Av. Jara 3560,-38.0020402,-57.5852835,Jara,Supermercado
1774,15,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Belgrano 4150,-37.9932042,-57.5660764,Belgrano,Supermercado
1775,16,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Rivadavia 2248,-38.0020818,-57.5462751,Rivadavia,Supermercado
1776,17,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Saavedra 2602,-38.0146028,-57.5614816,Saavedra,Supermercado
1777,18,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Libertad 5750,-37.9779232,-57.5761531,Libertad,Hipermercado
1778,19,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Balcarce,Av Kelly 792,-37.8494919,-58.261301,Balcarce,Supermercado
1779,2,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Independencia 3445,-38.0102945,-57.56657970000001,Pena,Supermercado
1780,20,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Necochea,Av. 58 3752,-38.5609109,-58.7496625,Necochea,Hipermercado
1781,21,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Juan B.Justo 6550,-37.9967229,-57.6028425,Regional,Hipermercado
1782,22,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Miramar,Av.Mitre 1850,-38.2422279,-57.7947644,Miramar,Hipermercado
1783,23,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Libertad 7388,-37.9694353,-57.59258670000001,180,Supermercado
1784,24,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Balcarce 3902,-37.9879093,-57.55868340000001,Guido,Supermercado
1785,26,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Estrada 5525,-37.9532482,-57.5532565,Estrada,Supermercado
1786,27,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Agote 1925,-38.0408865,-57.57753929999999,39,Hipermercado
1787,28,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Matheu 307,-38.0270803,-57.5395204,Matheu,Supermercado
1788,3,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Independencia 4466,-38.0187183,-57.5730078,Pinitos,Supermercado
1789,33,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Necochea,Av. 59 Nro 2815,-38.552896200000006,-58.74386679999999,Necochea 2,Autoservicio
1790,34,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Pinamar,Rivadavia 220,-37.1121458,-56.8635215,Pinamar,Supermercado
1791,4,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Luro 6701,-37.97759129999999,-57.5896802,Luro,Supermercado
1792,5,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Colon 3350,-37.9997406,-57.5600652,Salta,Supermercado
1793,6,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,La Rioja 1445,-37.9953049,-57.55143440000001,Rioja,Supermercado
1794,7,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Talcahuano 346,-38.0254359,-57.5709071,Talcahuano,Supermercado
1795,8,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Buenos Aires 2364,-38.0075428,-57.546432,Falucho,Supermercado
1796,9,21,1,Toledo,Supermercados Toledo S.A.,Ar-B,Mar Del Plata,Av.Constitucion 4386,-37.9688563,-57.5497341,Constitucion,Supermercado
1797,6201,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Campana,Av. Mitre 852,-34.1629,-58.9648,Dialogos,Autoservicio
1798,6203,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Campana,Ruta Nacional 9 Y Coronel Larrabure None,-34.1913,-58.9452,La Carmela,Autoservicio
1799,6204,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Escobar,Av. Villanueva Esq. Ruta 9 None,-34.3951,-58.7402,Maschwitz,Autoservicio
1800,6205,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Tigre,Ruta 197 Esq. Mozart None,-34.4566,-58.6297,Pacheco,Autoservicio
1801,6206,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Vicente Lopez,Parana 3944,-34.5097,-58.5262,Panamericana,Autoservicio
1802,6208,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Pilar,Ruta 8 Km. 50 None,-34.4529,-58.8876,Pilar,Autoservicio
1803,6209,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Campana,Av. Rivadavia 975,-34.1793,-58.9629,Rivadavia,Autoservicio
1804,6210,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,San Isidro,Av. Avelino Rolon 29,-34.4944,-58.5534,San Isidro,Autoservicio
1805,6211,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,San Miguel,Av. Gaspar Campos 3188,-34.5514,-58.7238,San Miguel,Autoservicio
1806,6212,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,San Isidro,Av. Avelino Rolon 603,-34.4974,-58.5574,Santa Rita,Autoservicio
1807,6213,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Zarate,19 De Marzo Esq. Ituzaingo None,-34.0967,-59.0251,Zarate,Autoservicio
1808,6214,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Libertador 2589,-34.5791,-58.4086,Alvear,Autoservicio
1809,6215,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Mosconi 2500,-34.5835,-58.4996,America,Autoservicio
1810,6216,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cabildo 695,-34.5702,-58.4459,Cabildo,Autoservicio
1811,6217,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Congreso 4801,-34.5678,-58.489,Congreso,Autoservicio
1812,6218,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Monroe 3078,-34.5622,-58.4683,Del Tejar,Autoservicio
1813,6219,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gral. Paz 11200,-34.6459,-58.5309,Gral Paz Capital,Autoservicio
1814,6220,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,San Martin 1521,-34.6062,-58.453,Luis Viale,Autoservicio
1815,6221,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Las Heras 2499,-34.5859,-58.4009,Las Heras,Autoservicio
1816,6222,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Libertador 7112,-34.5472,-58.4589,Libertador,Autoservicio
1817,6223,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Triunvirato 5878,-34.5638,-58.4986,Parque Sarmiento,Autoservicio
1818,6224,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Gaona 2399,-34.6143,-58.4629,Trelles,Autoservicio
1819,6225,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,J. B. Justo 8005,-34.6322,-58.5033,Villa Luro,Autoservicio
1820,6226,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. La Plata 575,-34.6217,-58.4301,Alberdi,Autoservicio
1821,6227,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Jujuy 164,-34.611999999999995,-58.4078,Alsina,Autoservicio
1822,6228,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Beiro 5501 5501,-34.6159,-58.5301,Amanecer,Autoservicio
1823,6229,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 3199,-34.6105,-58.4139,Anchorena,Autoservicio
1824,6230,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av.Cordoba 5653 5653,-34.5868,-58.4431,Bonpland,Autoservicio
1825,6233,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cruz 1501,-34.651,-58.3723,Centenera,Autoservicio
1826,6235,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Esteban Echeverria,Camino Cintura Esq. Olimpo S/N None,-34.7423,-58.4959,Echeverria,Autoservicio
1827,6236,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 8201,-34.633,-58.4815,Floresta,Autoservicio
1828,6237,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Garay 1302,-34.626999999999995,-58.3866,Garay,Autoservicio
1829,6239,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Matanza,Av. Rojo Esq. Estanislao Del Campo None,-34.7488,-58.5832,Laferrere,Autoservicio
1830,6243,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,General Pueyrredon,Av. J. B. Justo 6065,-37.9997,-57.5986,El Gaucho,Autoservicio
1831,6245,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,General Pueyrredon,Av. Colon 5002 5002,-37.9913,-57.5765,Jara,Autoservicio
1832,6247,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,General Pueyrredon,Moreno 3151,-37.9996,-57.5537,Moreno,Autoservicio
1833,6253,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-X,Cordoba,Monseñor Pablo Cabrera 1807,-31.3895,-64.2053,Caraffa,Autoservicio
1834,6255,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-X,Cordoba,Av. A Sabattini 4720,-31.439,-64.1302,El Arco,Autoservicio
1835,6256,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Rosario,Bvd. Avellaneda 1698,-32.951,-60.6844,Boulevard,Autoservicio
1836,6257,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Rosario,Av. Eva Peron 8159,-32.9285,-60.7402,Fisherton,Autoservicio
1837,6260,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Rosario,San Martin 1983,-32.9609,-60.6424,La Bandera,Autoservicio
1838,6262,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Rosario,Ovidio Lagos 781,-32.942,-60.6635,Ovidio Lagos,Autoservicio
1839,6264,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Rosario,Bvd.Oroño 6190,-33.0092,-60.6671,Rosario Sur,Autoservicio
1840,6265,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Capital,Ruta 168. Km. 476 None,-31.6414,-60.6591,Santa Fe,Autoservicio
1841,6269,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-X,Villa Allende,Av. Goycochea 1235,-31.3003,-64.2899,Villa Allende,Autoservicio
1842,6271,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,General San Martin,25 De Mayo Esq. Pedriel None,-34.578,-58.5316,25 De Mayo,Autoservicio
1843,6275,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Vicente Lopez,Av. Libertador 299,-34.5315,-58.4706,El Club,Autoservicio
1844,6276,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gral. Paz 525,-34.6448,-58.532,Gral Paz Provincia,Autoservicio
1845,6277,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Berazategui,Ruta 36 Km. 34 None,-34.8405,-58.1901,Gutierrez,Autoservicio
1846,6278,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Vicente Lopez,Av. Maipu 1055,-34.528,-58.4833,Maipu,Autoservicio
1847,6279,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Quilmes,Av. Gral. Mitre 880,-34.725,-58.2535,Mitre,Autoservicio
1848,6280,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Vicente Lopez,Av Del Libertador 2376,-34.5087,-58.4814,Olivos,Autoservicio
1849,6283,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Quilmes,Presidente Peron 250,-34.7275,-58.2641,Quilmes,Autoservicio
1850,6284,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-X,Cordoba,Alvearn 831,-31.4076,-64.1786,Guzman,Autoservicio
1851,6285,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Florencio Varela,Av.San Martin 3188,-34.809,-58.2803,Florencio Varela,Autoservicio
1852,6286,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-X,Cordoba,Bulnes 1108,-31.3998,-64.1757,Bulnes,Autoservicio
1853,6287,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Emilio Castro 6512,-34.6508,-58.5148,Emilio Castro,Autoservicio
1854,6288,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Pinamar,Av. Intermedanos 55,-37.1009,-56.8753,Intermedanos,Autoservicio
1855,6291,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-C,Ciudad Autonoma De Buenos Aires,Av Los Incas 3550,-34.5751,-58.4652,Los Incas,Autoservicio
1856,6292,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Zarate,Ruta Nac 193 Y Ruta Nac 12 None,-34.1257,-59.0249,Zarate Brazo Largo,Autoservicio
1857,6293,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-B,Zarate,Ruta Nacional N9 None,-34.0638,-59.0725,Lima,Autoservicio
1858,6294,23,1,Axion Energy,Pan American Energy Llc Argentina,Ar-S,Arroyo Seco,Autopista Gral. P.E. Aramburu None,-33.0802,-60.3419,Arroyo Seco,Autoservicio
1859,194,24,1,Simplicity,Farmacity S.A.,Ar-B,"San Isidro ,Ptdo. San Isidro",Belgrano 266,-34.470376,-58.51207900000001,Sibelgrano [Calle Belgrano 266/70],Supermercado
1860,197,24,1,Simplicity,Farmacity S.A.,Ar-B,Moron,Almirante G. Brown 623,-34.650367,-58.61765,Mobrown [Almirante G. Brown 623/27/33],Supermercado
1861,202,24,1,Simplicity,Farmacity S.A.,Ar-B,La Plata,Av. N° 7 743,-34.912989700000004,-57.95223879999999,Laplata [Av. N° 7 N° 743],Supermercado
1862,205,24,1,Simplicity,Farmacity S.A.,Ar-B,Monte Grande,Leandro N. Alem 167,-34.816015,-58.468587,Monte Grande [Leandro N. Alem 167/1,Supermercado
1863,218,24,1,Simplicity,Farmacity S.A.,Ar-B,Merlo,Av. Del Libertador General San Martin 666,-34.6669351,-58.7267799,Merlo [Av. Del Libertador General San Martin Nº  6,Supermercado
1864,219,24,1,Simplicity,Farmacity S.A.,Ar-B,San Fernando,Constitucion 702,-34.438741,-58.559628,San Fernando [Constitucion Nº 702],Supermercado
1865,229,24,1,Simplicity,Farmacity S.A.,Ar-B,San Miguel,Av. Pte. Peron 1347,-34.510651,-58.68025400000001,San Miguel [Av. Pte. Peron Nº  1347,Supermercado
1866,230,24,1,Simplicity,Farmacity S.A.,Ar-B,Lomas De Zamora,Mariano Boedo 340,-34.7592744,-58.4014206,Lomas De Zamora [Mariano Boedo Nº 3,Supermercado
1867,231,24,1,Simplicity,Farmacity S.A.,Ar-B,Moreno,Merlo 2834,-34.6477926,-58.7899053,Moreno [Merlo Nº 2834],Supermercado
1868,232,24,1,Simplicity,Farmacity S.A.,Ar-B,Lanus,Av. 9 De Julio 1236,-34.708848,-58.389172,Lanus [Av. 9 De Julio 1236],Supermercado
1869,238,24,1,Simplicity,Farmacity S.A.,Ar-B,Quilmes,Rivadavia 243,-34.753869,-58.223347,Quilmes [Rivadavia 243],Supermercado
1870,240,24,1,Simplicity,Farmacity S.A.,Ar-B,Olivos,Av. Maipu 2648,-34.5110917,-58.4906586,Olivos [Av. Maipu 2648],Supermercado
1871,241,24,1,Simplicity,Farmacity S.A.,Ar-B,Capital Federal,Av. Scalabrini Ortiz 293,-34.599934000000005,-58.438878,Scalabrini [Av. Scalabrini Ortiz Nº 293/295],Supermercado
1872,244,24,1,Simplicity,Farmacity S.A.,Ar-B,Florencio Varela,Monteagudo 3016,-34.807041,-58.27477800000001,Florencio Varela,Supermercado
1873,245,24,1,Simplicity,Farmacity S.A.,Ar-B,Virreyes,Av. Avellaneda 1745,-34.450955,-58.55325,Virreyes [Av.Avellaneda 1745/47/49],Supermercado
1874,246,24,1,Simplicity,Farmacity S.A.,Ar-B,San Justo,Dr. Ignacio Arieta 3176,-34.678909999999995,-58.560218000000006,San Justo [Dr Ignacio Arieta 3176],Supermercado
1875,249,24,1,Simplicity,Farmacity S.A.,Ar-B,San Miguel,Av. Pte Peron 1000,-34.547207,-58.705209,Quintana [Av. Pte Peron 1000/02/04],Supermercado
1876,252,24,1,Simplicity,Farmacity S.A.,Ar-B,"Caseros ,Partido 3 De Febrero",Av Urquiza 4734,-34.605697,-58.562677,Caseros [Av Urquiza 4734],Supermercado
1877,255,24,1,Simplicity,Farmacity S.A.,Ar-B,Ramos Mejia,Av. Rivadavia 14124,-34.640961,-58.566629000000006,Ramos Mejia [Av. Rivadavia 14124],Supermercado
1878,257,24,1,Simplicity,Farmacity S.A.,Ar-B,Banfield,Maipu 339,-34.743554,-58.391069,Banfield [Maipu 339/337],Supermercado
1879,258,24,1,Simplicity,Farmacity S.A.,Ar-B,Adrogue,Esteban Adrogue 1061,-34.798507,-58.392057,Adrogue [Esteban Adrogue 1061],Supermercado
1880,260,24,1,Simplicity,Farmacity S.A.,Ar-B,Avellaneda,Av. Mitre 949,-34.663712,-58.363085,Avellaneda [Av. Mitre 949],Supermercado
1881,261,24,1,Simplicity,Farmacity S.A.,Ar-B,Campana,Av. Ingeniero A. Rocca 222,-34.160831,-58.958885,Campana [Av. Ingeniero A. Rocca 222,Supermercado
1882,263,24,1,Simplicity,Farmacity S.A.,Ar-B,San Francisco Solano,Av. 844 (Jose Andres Lopez) 2467,-34.780207,-58.31207,Solano [Av. 844 N° 2467],Supermercado
1883,270,24,1,Simplicity,Farmacity S.A.,Ar-B,Munro,Av. Mitre 2324,-34.52939600000001,-58.516425,Munro [Av. Mitre Nº 2324/26/28],Supermercado
1884,273,24,1,Simplicity,Farmacity S.A.,Ar-B,"San Isidro ,Ptdo. San Isidro",Laprida 18,-34.472624,-58.51453100000001,San Isidro 2 [Laprida 18],Supermercado
1885,275,24,1,Simplicity,Farmacity S.A.,Ar-B,Zarate,Justa Lima De Atucha 358,-34.098331,-59.022901,Zarate [Justa Lima De Atucha 358/36,Supermercado
1886,280,24,1,Simplicity,Farmacity S.A.,Ar-B,Jose C. Paz,Av. Presidente Hipolito Irigoyen 1643,-34.51895089999999,-58.7520892,Josecpaz [Av. Presidente Hipolito I,Supermercado
1887,282,24,1,Simplicity,Farmacity S.A.,Ar-S,Santa Fe,Peatonal San Martin 2148,-31.650868,-60.7078,Sfe Capital [San Martin 2148],Supermercado
1888,283,24,1,Simplicity,Farmacity S.A.,Ar-B,Moron,Av.Rivadavia 18142,-34.649223,-58.619063,Moron 3 [Av.Rivadavia 18142/18144/,Supermercado
1889,284,24,1,Simplicity,Farmacity S.A.,Ar-S,Rafaela,Bulevar Santa Fe 299,-31.253073,-61.488522,Sfe. Rafaela [Bulevar Santa Fe 299],Supermercado
1890,287,24,1,Simplicity,Farmacity S.A.,Ar-B,Grand Bourg,Av. Eva Duarte De Peron 1440,-34.486290000000004,-58.725733,Grandbourg [Av.Grand Bourg 1440/42],Supermercado
1891,288,24,1,Simplicity,Farmacity S.A.,Ar-B,Hurlingham,Gral Martin Guemes 1381,-34.588805,-58.631775,Hurlingham [Guemes 1381],Supermercado
1892,290,24,1,Simplicity,Farmacity S.A.,Ar-B,Lanus,Avenida Hipolito Yrigoyen 4535,-34.707157,-58.391835,Lanus Oeste [Avenida Hipolito Yrigoyen,Supermercado
1893,292,24,1,Simplicity,Farmacity S.A.,Ar-S,Rosario,Peatonal Cordoba 1025,-32.94663,-60.637325,Sfe. Rosario [Peatonal Cordoba 1025],Supermercado
1894,294,24,1,Simplicity,Farmacity S.A.,Ar-B,San Martin. Pto.Gral San Martin,Alvear 2820,-34.550591,-58.555357,Ballester [Alvear 2820],Supermercado
1895,317,24,1,Simplicity,Farmacity S.A.,Ar-B,Pergamino,Av. De Mayo 220,-33.894345,-60.568638,Pergamino [Av. De Mayo 220],Autoservicio
1896,324,24,1,Simplicity,Farmacity S.A.,Ar-B,Mar Del Plata,Guemes 2968,-38.016185,-57.542077,Mar Del Plata Ii [Guemes 2968],Supermercado
1897,1,25,1,La Amistad,Autoservicio La Amistad Cooperativa De Trabajo Limitada,Ar-B,La Plata,Av. 25 366,-34.923554,-57.981083,La Amistad,Supermercado
